Prefecture	Municipality	prec_no	block_no	URL	Metric	年間	01	02	03	04	05	06	07	08	09	10	11	12
青森県	青森大谷	31	1495	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=31&block_no=1495&year=&month=&day=&view=	平年平均気温(℃)	9.0	-2.9	-2.3	0.9	6.4	12.4	16.4	20.3	22.0	17.9	11.5	5.5	-0.4
青森県	酸ケ湯	31	1079	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=31&block_no=1079&year=&month=&day=&view=	平年平均気温(℃)	5.2	-7.5	-6.9	-3.5	2.8	9.1	13.6	17.7	18.4	14.1	7.7	1.2	-4.9
秋田県	鷹巣	32	0184	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=32&block_no=0184&year=&month=&day=&view=	平年平均気温(℃)	10.5	-1.5	-0.9	2.3	8.2	14.2	18.8	22.6	23.7	19.1	12.2	6.0	0.8
秋田県	能代	32	0183	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=32&block_no=0183&year=&month=&day=&view=	平年平均気温(℃)	11.5	0.2	0.6	3.6	9.0	14.5	18.9	22.8	24.3	20.2	13.9	7.9	2.6
秋田県	湯瀬	32	0186	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=32&block_no=0186&year=&month=&day=&view=	平年平均気温(℃)	9.3	-2.5	-2.0	1.1	7.0	13.4	17.6	21.4	22.3	17.8	11.2	5.1	-0.3
秋田県	大曲	32	0195	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=32&block_no=0195&year=&month=&day=&view=	平年平均気温(℃)	10.9	-1.6	-1.1	2.2	8.7	14.9	19.6	23.2	24.3	19.9	13.1	6.5	0.8
秋田県	五城目	32	0188	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=32&block_no=0188&year=&month=&day=&view=	平年平均気温(℃)	11.2	-0.5	-0.1	3.1	8.7	14.5	19.0	22.8	24.1	19.9	13.3	7.2	1.8
秋田県	田沢湖	32	0194	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=32&block_no=0194&year=&month=&day=&view=	平年平均気温(℃)	9.7	-2.6	-2.1	1.0	7.2	13.6	18.1	21.9	23.1	18.7	12.0	5.4	-0.1
秋田県	岩見三内	32	0192	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=32&block_no=0192&year=&month=&day=&view=	平年平均気温(℃)	10.6	-1.3	-0.9	2.2	8.2	14.2	18.7	22.5	23.7	19.4	12.6	6.4	1.1
秋田県	角館	32	0193	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=32&block_no=0193&year=&month=&day=&view=	平年平均気温(℃)	10.7	-1.6	-1.1	2.1	8.5	14.8	19.4	23.0	24.1	19.7	12.9	6.3	0.8
秋田県	横手	32	0198	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=32&block_no=0198&year=&month=&day=&view=	平年平均気温(℃)	11.2	-1.3	-0.8	2.4	8.9	15.2	19.7	23.5	24.7	20.4	13.6	6.9	1.1
秋田県	本荘	32	0196	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=32&block_no=0196&year=&month=&day=&view=	平年平均気温(℃)	12.0	1.0	1.2	4.2	9.4	15.0	19.3	23.1	24.5	20.4	14.4	8.5	3.4
秋田県	鹿角	32	0185	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=32&block_no=0185&year=&month=&day=&view=	平年平均気温(℃)	9.5	-2.9	-2.3	1.0	7.4	13.8	18.3	21.9	22.8	18.3	11.4	5.0	-0.5
秋田県	にかほ	32	0199	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=32&block_no=0199&year=&month=&day=&view=	平年平均気温(℃)	13.0	2.5	2.6	5.2	10.0	15.1	19.3	23.3	25.1	21.5	15.9	10.3	5.2
秋田県	矢島	32	0200	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=32&block_no=0200&year=&month=&day=&view=	平年平均気温(℃)	11.4	-0.2	0.1	3.0	8.9	15.0	19.3	23.1	24.2	19.9	13.5	7.4	2.1
秋田県	湯沢	32	0202	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=32&block_no=0202&year=&month=&day=&view=	平年平均気温(℃)	10.8	-1.5	-1.1	1.9	8.5	14.9	19.4	22.9	24.0	19.7	13.1	6.7	0.9
秋田県	大館	32	0912	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=32&block_no=0912&year=&month=&day=&view=	平年平均気温(℃)	10.2	-2.0	-1.4	2.0	8.2	14.4	18.8	22.5	23.6	19.0	12.0	5.7	0.2
秋田県	湯の岱	32	0204	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=32&block_no=0204&year=&month=&day=&view=	平年平均気温(℃)	9.5	-2.2	-1.9	1.0	6.7	13.3	17.6	21.3	22.3	18.2	11.9	5.7	0.2
秋田県	男鹿	32	1036	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=32&block_no=1036&year=&month=&day=&view=	平年平均気温(℃)	11.2	0.0	0.3	3.3	8.6	14.0	18.4	22.4	23.8	19.8	13.5	7.7	2.4
秋田県	八森	32	1043	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=32&block_no=1043&year=&month=&day=&view=	平年平均気温(℃)	11.7	0.7	0.9	3.8	9.0	14.1	18.3	22.3	23.9	20.4	14.5	8.7	3.2
秋田県	大潟	32	1035	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=32&block_no=1035&year=&month=&day=&view=	平年平均気温(℃)	11.4	0.2	0.5	3.5	8.7	14.3	18.7	22.6	24.0	19.9	13.7	7.9	2.6
秋田県	阿仁合	32	1131	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=32&block_no=1131&year=&month=&day=&view=	平年平均気温(℃)	9.9	-2.0	-1.6	1.4	7.4	13.9	18.3	22.1	23.1	18.6	11.8	5.6	0.3
秋田県	大正寺	32	1050	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=32&block_no=1050&year=&month=&day=&view=	平年平均気温(℃)	10.6	-0.9	-0.6	2.3	8.2	14.1	18.6	22.4	23.6	19.2	12.5	6.3	1.2
秋田県	東由利	32	1117	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=32&block_no=1117&year=&month=&day=&view=	平年平均気温(℃)	10.7	-1.1	-0.8	2.0	8.1	14.5	19.0	22.9	24.0	19.5	12.8	6.6	1.2
秋田県	八幡平	32	1289	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=32&block_no=1289&year=&month=&day=&view=	平年平均気温(℃)	7.3	-4.7	-4.2	-0.9	4.8	11.2	15.5	19.3	20.1	15.8	9.5	3.4	-2.2
秋田県	脇神	32	1463	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=32&block_no=1463&year=&month=&day=&view=	平年平均気温(℃)	10.0	-2.0	-1.5	1.8	7.4	13.7	18.3	22.0	23.3	18.8	11.7	5.7	0.3
秋田県	雄和	32	1511	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=32&block_no=1511&year=&month=&day=&view=	平年平均気温(℃)	10.9	-0.9	-0.5	2.9	8.4	14.6	18.9	22.5	24.1	19.8	13.2	7.1	1.5
岩手県	二戸	33	0207	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=33&block_no=0207&year=&month=&day=&view=	平年平均気温(℃)	9.8	-2.3	-1.6	2.0	8.1	13.9	17.7	21.5	22.5	18.4	11.7	5.7	0.2
岩手県	種市	33	0205	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=33&block_no=0205&year=&month=&day=&view=	平年平均気温(℃)	9.6	-0.9	-0.6	2.4	7.6	12.2	15.3	19.5	21.2	18.3	12.6	6.7	1.3
岩手県	軽米	33	0206	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=33&block_no=0206&year=&month=&day=&view=	平年平均気温(℃)	9.4	-2.6	-2.0	1.6	7.7	13.4	17.0	20.9	22.0	18.0	11.5	5.5	0.0
岩手県	葛巻	33	0211	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=33&block_no=0211&year=&month=&day=&view=	平年平均気温(℃)	8.5	-3.8	-3.2	0.5	6.8	12.8	16.7	20.6	21.3	17.0	10.4	4.4	-1.1
岩手県	久慈	33	0209	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=33&block_no=0209&year=&month=&day=&view=	平年平均気温(℃)	10.1	-0.5	-0.2	3.0	8.1	12.8	16.1	20.1	21.9	18.8	12.8	6.8	1.7
岩手県	岩手松尾	33	0214	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=33&block_no=0214&year=&month=&day=&view=	平年平均気温(℃)	9.4	-3.1	-2.5	1.4	7.6	13.8	18.0	21.6	22.5	18.1	11.4	5.0	-0.4
岩手県	岩泉	33	0218	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=33&block_no=0218&year=&month=&day=&view=	平年平均気温(℃)	10.3	-1.0	-0.5	3.0	8.9	14.1	17.5	21.2	22.3	18.4	12.2	6.4	1.3
岩手県	雫石	33	0221	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=33&block_no=0221&year=&month=&day=&view=	平年平均気温(℃)	9.7	-2.7	-2.0	1.5	7.7	13.8	18.2	21.8	22.7	18.3	11.6	5.2	-0.1
岩手県	大迫	33	0228	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=33&block_no=0228&year=&month=&day=&view=	平年平均気温(℃)	10.4	-2.0	-1.3	2.3	8.4	14.3	18.7	22.4	23.4	19.0	12.3	5.9	0.5
岩手県	花巻	33	0227	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=33&block_no=0227&year=&month=&day=&view=	平年平均気温(℃)	10.8	-1.8	-0.9	3.0	8.7	15.1	19.5	22.6	24.0	19.7	12.9	6.5	0.8
岩手県	遠野	33	0231	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=33&block_no=0231&year=&month=&day=&view=	平年平均気温(℃)	9.8	-2.4	-1.8	1.9	7.8	13.7	17.9	21.8	22.7	18.5	11.8	5.5	0.2
岩手県	湯田	33	0229	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=33&block_no=0229&year=&month=&day=&view=	平年平均気温(℃)	9.2	-2.6	-2.1	0.8	6.3	12.9	17.4	21.3	22.3	18.1	11.4	4.9	-0.3
岩手県	釜石	33	0233	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=33&block_no=0233&year=&month=&day=&view=	平年平均気温(℃)	11.7	1.3	1.6	4.5	9.6	14.4	17.6	21.4	23.2	19.9	14.3	8.8	3.8
岩手県	若柳	33	0235	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=33&block_no=0235&year=&month=&day=&view=	平年平均気温(℃)	10.8	-1.4	-0.7	3.0	8.9	14.8	18.8	22.3	23.4	19.5	13.1	6.6	1.0
岩手県	北上	33	0230	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=33&block_no=0230&year=&month=&day=&view=	平年平均気温(℃)	11.3	-0.9	-0.1	3.4	9.4	15.2	19.3	22.9	24.1	20.1	13.6	7.1	1.5
岩手県	一関	33	0238	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=33&block_no=0238&year=&month=&day=&view=	平年平均気温(℃)	11.7	-0.1	0.6	4.1	9.8	15.4	19.4	23.0	24.2	20.4	14.0	7.6	2.1
岩手県	江刺	33	0236	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=33&block_no=0236&year=&month=&day=&view=	平年平均気温(℃)	11.1	-1.2	-0.4	3.3	9.2	15.1	19.3	22.8	23.9	19.8	13.3	6.7	1.3
岩手県	千厩	33	0239	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=33&block_no=0239&year=&month=&day=&view=	平年平均気温(℃)	10.7	-0.9	-0.2	3.2	8.8	14.3	18.3	22.0	23.2	19.3	13.0	6.6	1.4
岩手県	好摩	33	1032	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=33&block_no=1032&year=&month=&day=&view=	平年平均気温(℃)	9.9	-2.6	-2.0	1.9	8.1	14.2	18.4	22.0	22.9	18.5	11.8	5.5	0.0
岩手県	山田	33	1033	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=33&block_no=1033&year=&month=&day=&view=	平年平均気温(℃)	10.9	0.5	0.8	3.7	8.7	13.4	16.9	20.8	22.4	19.3	13.7	8.0	2.9
岩手県	薮川	33	1078	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=33&block_no=1078&year=&month=&day=&view=	平年平均気温(℃)	6.4	-6.6	-5.9	-2.1	4.2	10.4	14.8	18.9	19.7	15.3	8.5	2.3	-3.4
岩手県	紫波	33	1128	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=33&block_no=1128&year=&month=&day=&view=	平年平均気温(℃)	10.4	-2.0	-1.3	2.4	8.5	14.4	18.6	22.2	23.3	19.1	12.6	6.1	0.5
岩手県	普代	33	1123	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=33&block_no=1123&year=&month=&day=&view=	平年平均気温(℃)	10.0	-0.7	-0.4	2.8	8.1	12.8	16.1	20.1	21.7	18.5	12.5	6.7	1.6
岩手県	住田	33	1206	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=33&block_no=1206&year=&month=&day=&view=	平年平均気温(℃)	10.7	-0.6	-0.2	3.1	8.6	14.1	18.0	21.8	23.0	19.3	13.0	6.7	1.6
岩手県	山形	33	1219	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=33&block_no=1219&year=&month=&day=&view=	平年平均気温(℃)	9.0	-2.7	-2.2	1.3	7.3	12.9	16.4	20.3	21.3	17.3	10.9	5.2	-0.2
岩手県	奥中山	33	1215	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=33&block_no=1215&year=&month=&day=&view=	平年平均気温(℃)	7.9	-4.5	-3.9	-0.3	6.0	12.1	16.1	19.9	20.9	16.7	10.1	3.8	-1.9
岩手県	荒屋	33	1120	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=33&block_no=1120&year=&month=&day=&view=	平年平均気温(℃)	9.0	-3.2	-2.6	0.8	6.9	13.2	17.3	20.9	21.9	17.6	11.0	4.9	-0.7
岩手県	小本	33	1212	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=33&block_no=1212&year=&month=&day=&view=	平年平均気温(℃)	10.3	-0.2	0.0	3.2	8.3	12.9	16.2	20.1	21.9	18.9	13.2	7.3	2.1
岩手県	川井	33	1224	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=33&block_no=1224&year=&month=&day=&view=	平年平均気温(℃)	10.4	-1.1	-0.6	2.9	8.7	14.1	17.8	21.5	22.4	18.4	12.2	6.6	1.4
岩手県	区界	33	1447	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=33&block_no=1447&year=&month=&day=&view=	平年平均気温(℃)	6.6	-6.1	-5.4	-1.8	4.5	10.7	14.8	19.0	19.8	15.5	8.8	2.8	-3.0
岩手県	新町	33	1628	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=33&block_no=1628&year=&month=&day=&view=	平年平均気温(℃)	11.5	0.5	0.8	4.6	9.4	14.9	17.6	21.6	23.3	20.2	13.9	8.1	2.7
岩手県	陸前高田	33	1629	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=33&block_no=1629&year=&month=&day=&view=	平年平均気温(℃)	11.6	0.4	0.8	4.7	9.3	14.8	18.0	21.9	23.7	20.3	14.2	8.1	2.6
宮城県	川渡	34	0243	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=34&block_no=0243&year=&month=&day=&view=	平年平均気温(℃)	10.5	-0.9	-0.4	2.7	8.5	14.0	18.0	21.6	22.7	18.9	12.8	6.7	1.5
宮城県	築館	34	0244	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=34&block_no=0244&year=&month=&day=&view=	平年平均気温(℃)	11.3	-0.3	0.4	3.7	9.2	14.9	18.9	22.4	23.6	19.8	13.6	7.2	2.0
宮城県	大衡	34	0248	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=34&block_no=0248&year=&month=&day=&view=	平年平均気温(℃)	11.4	0.2	0.7	3.9	9.4	14.8	18.7	22.2	23.5	19.8	13.8	7.6	2.5
宮城県	古川	34	0247	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=34&block_no=0247&year=&month=&day=&view=	平年平均気温(℃)	11.5	0.0	0.6	3.8	9.4	15.1	19.0	22.5	23.7	20.0	13.9	7.6	2.4
宮城県	志津川	34	0246	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=34&block_no=0246&year=&month=&day=&view=	平年平均気温(℃)	11.4	0.7	1.2	4.2	9.2	14.0	17.5	21.4	23.0	19.8	14.2	8.4	3.1
宮城県	新川	34	0251	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=34&block_no=0251&year=&month=&day=&view=	平年平均気温(℃)	10.2	-0.8	-0.5	2.6	8.2	13.6	17.4	21.1	22.1	18.4	12.4	6.5	1.5
宮城県	鹿島台	34	0249	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=34&block_no=0249&year=&month=&day=&view=	平年平均気温(℃)	11.4	0.3	0.8	3.9	9.1	14.7	18.7	22.2	23.5	20.0	14.0	7.6	2.5
宮城県	気仙沼	34	0242	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=34&block_no=0242&year=&month=&day=&view=	平年平均気温(℃)	11.2	0.3	0.7	3.9	8.9	13.8	17.6	21.3	22.9	19.7	14.0	8.0	2.7
宮城県	白石	34	0256	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=34&block_no=0256&year=&month=&day=&view=	平年平均気温(℃)	12.1	1.2	1.7	4.7	10.2	15.5	19.0	22.5	23.7	20.1	14.5	8.6	3.6
宮城県	亘理	34	0257	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=34&block_no=0257&year=&month=&day=&view=	平年平均気温(℃)	12.4	1.8	2.2	5.2	10.3	15.2	18.7	22.4	23.9	20.6	15.2	9.4	4.3
宮城県	米山	34	1029	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=34&block_no=1029&year=&month=&day=&view=	平年平均気温(℃)	11.5	-0.1	0.6	4.0	9.4	15.1	19.0	22.5	23.8	20.1	14.0	7.6	2.2
宮城県	駒ノ湯	34	1126	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=34&block_no=1126&year=&month=&day=&view=	平年平均気温(℃)	8.6	-2.9	-2.4	0.6	6.3	12.0	15.9	19.7	20.7	17.0	11.2	5.2	-0.2
宮城県	塩釜	34	1030	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=34&block_no=1030&year=&month=&day=&view=	平年平均気温(℃)	11.8	0.9	1.3	4.4	9.6	14.6	18.3	22.0	23.5	20.3	14.8	8.8	3.4
宮城県	丸森	34	1220	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=34&block_no=1220&year=&month=&day=&view=	平年平均気温(℃)	12.2	1.3	1.8	4.9	10.3	15.7	19.2	22.8	24.0	20.3	14.4	8.4	3.6
宮城県	江ノ島	34	1290	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=34&block_no=1290&year=&month=&day=&view=	平年平均気温(℃)	12.3	2.9	3.0	5.3	9.3	13.3	16.8	20.5	22.5	20.5	16.1	10.9	5.7
宮城県	名取	34	1464	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=34&block_no=1464&year=&month=&day=&view=	平年平均気温(℃)	12.5	1.6	2.2	5.4	10.0	15.1	19.0	22.4	24.3	21.1	15.4	9.6	4.2
宮城県	蔵王	34	1564	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=34&block_no=1564&year=&month=&day=&view=	平年平均気温(℃)	11.7	0.6	1.1	4.4	9.3	15.1	18.7	22.3	23.8	19.8	14.0	7.9	2.8
宮城県	女川	34	1626	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=34&block_no=1626&year=&month=&day=&view=	平年平均気温(℃)	11.7	0.9	1.2	4.9	9.4	14.8	18.0	21.8	23.5	20.3	14.5	8.7	3.1
宮城県	桃生	34	1630	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=34&block_no=1630&year=&month=&day=&view=	平年平均気温(℃)	12.0	0.3	0.9	4.9	9.8	15.8	19.3	22.9	24.4	20.7	14.4	8.0	2.4
宮城県	東松島	34	1631	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=34&block_no=1631&year=&month=&day=&view=	平年平均気温(℃)	12.2	0.8	1.3	5.2	9.8	15.6	19.1	22.8	24.6	21.0	14.8	8.4	2.9
山形県	金山	35	0262	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=35&block_no=0262&year=&month=&day=&view=	平年平均気温(℃)	10.3	-1.4	-1.0	1.7	7.6	14.1	18.6	22.3	23.3	19.1	12.4	6.1	0.8
山形県	差首鍋	35	0260	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=35&block_no=0260&year=&month=&day=&view=	平年平均気温(℃)	10.2	-1.0	-0.7	1.6	7.0	13.8	18.4	22.2	23.2	18.9	12.2	6.0	1.1
山形県	鶴岡	35	0263	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=35&block_no=0263&year=&month=&day=&view=	平年平均気温(℃)	12.9	1.7	1.9	4.9	10.4	16.0	20.1	23.9	25.3	21.3	15.3	9.5	4.2
山形県	狩川	35	0264	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=35&block_no=0264&year=&month=&day=&view=	平年平均気温(℃)	12.0	0.6	0.8	3.8	9.4	15.2	19.6	23.1	24.5	20.5	14.5	8.4	3.1
